date,day_of_week,meal_type,expected_customers,temperature,weather,special_event,is_weekend,prev_quantity_consumed,prev_quantity_wasted,rolling_avg_consumption,recent_demand_trend,quantity_prepared,quantity_consumed,quantity_wasted,waste_percentage
2026-03-12,Thursday,Lunch,237,21.6,Cloudy,0,0,104.2,0.7,208.4,17.4,240.4,221.0,19.4,8.1
2026-03-12,Thursday,Dinner,162,24.5,Sunny,0,0,221.0,19.4,172.6,4.2,173.9,145.3,28.6,16.4
2026-03-13,Friday,Breakfast,101,23.0,Sunny,0,0,145.3,28.6,102.1,2.1,101.9,90.0,11.9,11.7
2026-03-13,Friday,Lunch,210,19.9,Cloudy,0,0,90.0,11.9,217.3,3.7,210.1,179.9,30.2,14.4
2026-03-13,Friday,Dinner,195,31.0,Sunny,0,0,179.9,30.2,163.3,-18.0,200.9,158.8,42.1,21.0
2026-03-14,Saturday,Breakfast,63,25.2,Cloudy,0,1,158.8,42.1,95.3,-5.3,59.9,59.9,0.0,0.0
2026-03-14,Saturday,Lunch,226,20.5,Rainy,1,1,59.9,0.0,208.9,-29.0,228.6,228.6,0.0,0.0
2026-03-14,Saturday,Dinner,142,25.4,Sunny,0,1,228.6,0.0,160.3,-1.5,154.1,134.7,19.4,12.6
2026-03-15,Sunday,Breakfast,56,26.6,Cloudy,0,1,134.7,19.4,84.7,-24.8,56.8,41.5,15.3,26.9
2026-03-15,Sunday,Lunch,183,25.3,Sunny,0,1,41.5,15.3,209.8,18.8,198.0,167.8,30.2,15.3
2026-03-15,Sunday,Dinner,168,27.7,Sunny,0,1,167.8,30.2,146.3,-11.6,173.5,157.4,16.1,9.3
2026-03-16,Monday,Breakfast,100,28.0,Sunny,0,0,157.4,16.1,63.8,-22.3,103.1,94.3,8.8,8.5
2026-03-16,Monday,Lunch,235,27.2,Sunny,0,0,94.3,8.8,192.1,-24.3,266.0,218.8,47.2,17.7
2026-03-16,Monday,Dinner,172,28.5,Sunny,0,0,218.8,47.2,150.3,7.1,180.5,159.6,20.9,11.6
2026-03-17,Tuesday,Breakfast,113,29.5,Sunny,0,0,159.6,20.9,65.2,29.1,106.2,97.6,8.6,8.1
2026-03-17,Tuesday,Lunch,225,23.6,Cloudy,0,0,97.6,8.6,205.1,13.7,244.7,211.8,32.9,13.4
2026-03-17,Tuesday,Dinner,195,27.0,Sunny,0,0,211.8,32.9,150.6,9.0,199.8,171.5,28.3,14.2
2026-03-18,Wednesday,Breakfast,95,21.1,Rainy,0,0,171.5,28.3,77.8,19.8,96.2,96.2,0.0,0.0
2026-03-18,Wednesday,Lunch,223,19.3,Rainy,0,0,96.2,0.0,199.5,12.3,241.6,214.8,26.8,11.1
2026-03-18,Wednesday,Dinner,172,25.4,Sunny,0,0,214.8,26.8,162.8,8.7,165.7,161.9,3.8,2.3
2026-03-19,Thursday,Breakfast,106,23.0,Cloudy,0,0,161.9,3.8,96.0,0.2,116.0,100.4,15.6,13.4
2026-03-19,Thursday,Lunch,203,25.3,Sunny,0,0,100.4,15.6,215.1,-0.3,216.5,202.5,14.0,6.5
2026-03-19,Thursday,Dinner,169,28.2,Sunny,0,0,202.5,14.0,164.3,-2.4,189.3,163.3,26.0,13.7
2026-03-20,Friday,Breakfast,98,30.4,Sunny,0,0,163.3,26.0,98.1,2.3,102.4,99.8,2.6,2.5
2026-03-20,Friday,Lunch,220,28.6,Sunny,0,0,99.8,2.6,209.7,-7.2,247.1,212.3,34.8,14.1
2026-03-20,Friday,Dinner,182,26.2,Sunny,0,0,212.3,34.8,165.6,-2.3,194.0,172.0,22.0,11.3
2026-03-21,Saturday,Breakfast,71,24.3,Cloudy,1,1,172.0,22.0,98.8,1.0,68.6,62.6,6.0,8.7
2026-03-21,Saturday,Lunch,185,27.7,Sunny,0,1,62.6,6.0,209.9,2.4,201.0,166.2,34.8,17.3
2026-03-21,Saturday,Dinner,155,23.7,Sunny,0,1,166.2,34.8,165.7,6.3,166.8,145.7,21.1,12.6
2026-03-22,Sunday,Breakfast,66,26.9,Sunny,0,1,145.7,21.1,87.6,-25.0,67.7,63.9,3.8,5.6
2026-03-22,Sunday,Lunch,160,28.2,Sunny,0,1,63.9,3.8,193.7,-27.5,176.1,147.9,28.2,16.0
2026-03-22,Sunday,Dinner,154,27.8,Sunny,0,1,147.9,28.2,160.3,-14.6,160.3,144.6,15.7,9.8
2026-03-23,Monday,Breakfast,84,26.2,Cloudy,0,0,144.6,15.7,75.4,-11.5,85.5,79.4,6.1,7.1
2026-03-23,Monday,Lunch,220,28.7,Sunny,0,0,79.4,6.1,175.5,-27.6,233.8,207.3,26.5,11.3
2026-03-23,Monday,Dinner,185,24.2,Sunny,0,0,207.3,26.5,154.1,-9.5,193.7,164.9,28.8,14.9
2026-03-24,Tuesday,Breakfast,99,26.6,Sunny,0,0,164.9,28.8,68.6,10.8,104.2,94.1,10.1,9.7
2026-03-24,Tuesday,Lunch,215,27.2,Sunny,0,0,94.1,10.1,173.8,33.5,217.5,197.2,20.3,9.3
2026-03-24,Tuesday,Dinner,172,24.9,Cloudy,0,0,197.2,20.3,151.7,13.2,171.6,164.7,6.9,4.0
2026-03-25,Wednesday,Breakfast,93,27.1,Cloudy,0,0,164.7,6.9,79.1,15.0,105.1,86.0,19.1,18.2
2026-03-25,Wednesday,Lunch,204,27.0,Sunny,0,0,86.0,19.1,184.1,13.1,226.9,195.6,31.3,13.8
2026-03-25,Wednesday,Dinner,175,29.3,Sunny,0,0,195.6,31.3,158.1,6.6,173.4,164.4,9.0,5.2
2026-03-26,Thursday,Breakfast,93,25.2,Cloudy,0,0,164.4,9.0,86.5,-0.5,94.2,87.3,6.9,7.3
2026-03-26,Thursday,Lunch,204,29.0,Sunny,0,0,87.3,6.9,200.0,-4.4,213.2,191.5,21.7,10.2
2026-03-26,Thursday,Dinner,175,20.9,Cloudy,0,0,191.5,21.7,164.7,-0.3,189.3,174.8,14.5,7.7
2026-03-27,Friday,Breakfast,106,20.7,Rainy,0,0,174.8,14.5,89.1,-1.8,112.6,96.0,16.6,14.7
2026-03-27,Friday,Lunch,232,27.9,Sunny,0,0,96.0,16.6,194.8,-3.3,253.4,223.3,30.1,11.9
2026-03-27,Friday,Dinner,221,25.6,Cloudy,1,0,223.3,30.1,168.0,6.8,234.1,214.8,19.3,8.2
2026-03-28,Saturday,Breakfast,78,27.8,Sunny,1,1,214.8,19.3,89.8,6.2,78.6,73.1,5.5,7.0
2026-03-28,Saturday,Lunch,165,28.5,Sunny,0,1,73.1,5.5,203.5,19.8,171.8,164.2,7.6,4.4
2026-03-28,Saturday,Dinner,165,29.4,Sunny,0,1,164.2,7.6,184.7,30.1,177.8,163.4,14.4,8.1
2026-03-29,Sunday,Breakfast,63,29.5,Sunny,0,1,163.4,14.4,85.5,-12.4,66.4,66.4,0.0,0.0
2026-03-29,Sunday,Lunch,163,28.8,Sunny,0,1,66.4,0.0,193.0,-28.8,163.4,156.4,7.0,4.3
2026-03-29,Sunday,Dinner,168,25.1,Rainy,0,1,156.4,7.0,184.3,-20.9,193.7,177.2,16.5,8.5
2026-03-30,Monday,Breakfast,102,23.8,Cloudy,0,0,177.2,16.5,78.5,-12.1,108.4,88.6,19.8,18.3
2026-03-30,Monday,Lunch,213,21.8,Cloudy,0,0,88.6,19.8,181.3,-24.9,218.6,197.9,20.7,9.5
2026-03-30,Monday,Dinner,189,18.9,Rainy,0,0,197.9,20.7,185.1,-7.9,200.7,184.1,16.6,8.3
2026-03-31,Tuesday,Breakfast,105,28.9,Sunny,0,0,184.1,16.6,76.0,12.6,115.0,103.8,11.2,9.7
2026-03-31,Tuesday,Lunch,220,29.0,Sunny,0,0,103.8,11.2,172.8,25.1,246.3,209.6,36.7,14.9
2026-03-31,Tuesday,Dinner,185,27.2,Sunny,0,0,209.6,36.7,174.9,9.2,190.8,179.0,11.8,6.2
2026-04-01,Wednesday,Breakfast,100,25.1,Sunny,0,0,179.0,11.8,86.3,17.5,109.2,99.3,9.9,9.1
2026-04-01,Wednesday,Lunch,216,26.2,Cloudy,0,0,99.3,9.9,188.0,21.6,223.2,202.9,20.3,9.1
2026-04-01,Wednesday,Dinner,175,27.8,Cloudy,0,0,202.9,20.3,180.1,-1.1,182.3,176.2,6.1,3.3
2026-04-02,Thursday,Breakfast,101,29.3,Sunny,0,0,176.2,6.1,97.2,2.1,100.7,100.7,0.0,0.0
2026-04-02,Thursday,Lunch,205,23.0,Cloudy,0,0,100.7,0.0,203.5,-0.6,235.0,197.8,37.2,15.8
2026-04-02,Thursday,Dinner,186,27.9,Sunny,0,0,197.8,37.2,179.8,-3.6,193.2,177.2,16.0,8.3
2026-04-03,Friday,Breakfast,125,31.7,Sunny,1,0,177.2,16.0,101.3,-0.6,139.5,110.6,28.9,20.7
2026-04-03,Friday,Lunch,249,30.9,Sunny,0,0,110.6,28.9,203.4,-5.6,230.5,230.5,0.0,0.0
2026-04-03,Friday,Dinner,200,32.0,Sunny,0,0,230.5,0.0,177.5,-0.3,215.7,183.2,32.5,15.1
2026-04-04,Saturday,Breakfast,66,26.8,Cloudy,0,1,183.2,32.5,103.5,7.1,67.0,57.5,9.5,14.2
2026-04-04,Saturday,Lunch,239,20.8,Cloudy,1,1,57.5,9.5,210.4,20.1,241.3,226.8,14.5,6.0
2026-04-04,Saturday,Dinner,155,25.4,Sunny,0,1,226.8,14.5,178.9,4.3,170.8,149.7,21.1,12.4
2026-04-05,Sunday,Breakfast,61,25.2,Cloudy,0,1,149.7,21.1,89.6,-32.1,60.7,54.7,6.0,9.9
2026-04-05,Sunday,Lunch,157,30.8,Sunny,0,1,54.7,6.0,218.4,8.4,157.1,139.4,17.7,11.3
2026-04-05,Sunday,Dinner,161,27.9,Sunny,0,1,139.4,17.7,170.0,-20.3,173.4,153.6,19.8,11.4
2026-04-06,Monday,Breakfast,97,28.7,Sunny,0,0,153.6,19.8,74.3,-19.6,108.4,94.0,14.4,13.3
2026-04-06,Monday,Lunch,219,26.9,Sunny,0,0,94.0,14.4,198.9,-59.5,232.6,205.7,26.9,11.6
2026-04-06,Monday,Dinner,183,29.1,Cloudy,0,0,205.7,26.9,162.2,-8.6,178.0,164.3,13.7,7.7
2026-04-07,Tuesday,Breakfast,100,26.6,Cloudy,0,0,164.3,13.7,68.7,25.3,103.6,93.3,10.3,9.9
2026-04-07,Tuesday,Lunch,208,28.6,Sunny,0,0,93.3,10.3,190.6,15.1,231.0,189.1,41.9,18.1
2026-04-07,Tuesday,Dinner,179,28.1,Sunny,0,0,189.1,41.9,155.9,8.4,179.6,151.3,28.3,15.8
2026-04-08,Wednesday,Breakfast,131,23.7,Rainy,1,0,151.3,28.3,80.7,12.6,130.2,130.2,0.0,0.0
2026-04-08,Wednesday,Lunch,212,21.9,Rainy,0,0,130.2,0.0,178.1,11.0,217.6,213.3,4.3,2.0
2026-04-08,Wednesday,Dinner,180,26.8,Sunny,0,0,213.3,4.3,156.4,-5.1,196.4,171.6,24.8,12.6
2026-04-09,Thursday,Breakfast,96,28.4,Sunny,0,0,171.6,24.8,105.8,24.4,95.0,91.6,3.4,3.6
2026-04-09,Thursday,Lunch,216,31.2,Sunny,0,0,91.6,3.4,202.7,10.6,238.2,191.1,47.1,19.8
2026-04-09,Thursday,Dinner,171,29.0,Sunny,0,0,191.1,47.1,162.4,9.2,174.4,163.8,10.6,6.1
2026-04-10,Friday,Breakfast,95,30.9,Sunny,0,0,163.8,10.6,105.0,-13.4,102.0,89.8,12.2,12.0
2026-04-10,Friday,Lunch,219,25.1,Cloudy,0,0,89.8,12.2,197.8,-6.7,223.6,201.3,22.3,10.0
2026-04-10,Friday,Dinner,164,27.8,Sunny,0,0,201.3,22.3,162.2,1.6,177.1,154.8,22.3,12.6
2026-04-11,Saturday,Breakfast,63,21.7,Rainy,0,1,154.8,22.3,103.9,-14.1,62.4,62.4,0.0,0.0
2026-04-11,Saturday,Lunch,242,29.2,Sunny,1,1,62.4,0.0,201.9,-0.6,255.0,238.3,16.7,6.5
2026-04-11,Saturday,Dinner,155,23.0,Cloudy,0,1,238.3,16.7,163.4,-8.6,180.0,158.8,21.2,11.8
2026-04-12,Sunday,Breakfast,52,31.4,Sunny,0,1,158.8,21.2,81.3,-18.9,52.7,49.7,3.0,5.7
2026-04-12,Sunday,Lunch,170,27.9,Cloudy,0,1,49.7,3.0,210.2,28.1,174.1,157.5,16.6,9.5
2026-04-12,Sunday,Dinner,150,21.7,Rainy,0,1,157.5,16.6,159.1,-0.3,169.9,138.9,31.0,18.2
2026-04-13,Monday,Breakfast,101,29.8,Sunny,0,0,138.9,31.0,67.3,-17.6,106.3,94.4,11.9,11.2
2026-04-13,Monday,Lunch,204,27.3,Cloudy,0,0,94.4,11.9,199.0,-41.5,203.7,190.0,13.7,6.7
2026-04-13,Monday,Dinner,182,32.7,Sunny,0,0,190.0,13.7,150.8,-11.9,193.9,161.5,32.4,16.7
2026-04-14,Tuesday,Breakfast,110,21.9,Rainy,0,0,161.5,32.4,68.8,25.6,105.6,105.6,0.0,0.0
2026-04-14,Tuesday,Lunch,237,29.3,Sunny,0,0,105.6,0.0,195.3,-5.3,248.1,231.9,16.2,6.5
2026-04-14,Tuesday,Dinner,173,29.5,Sunny,0,0,231.9,16.2,153.1,8.4,188.7,159.7,29.0,15.4
2026-04-15,Wednesday,Breakfast,107,31.0,Sunny,0,0,159.7,29.0,83.2,22.4,105.1,105.1,0.0,0.0
2026-04-15,Wednesday,Lunch,224,21.9,Rainy,0,0,105.1,0.0,193.1,38.8,234.1,214.0,20.1,8.6
2026-04-15,Wednesday,Dinner,185,25.9,Cloudy,0,0,214.0,20.1,153.4,6.3,194.9,180.0,14.9,7.6
2026-04-16,Thursday,Breakfast,106,27.3,Sunny,0,0,180.0,14.9,101.7,3.4,120.6,90.4,30.2,25.0
2026-04-16,Thursday,Lunch,228,24.1,Rainy,0,0,90.4,30.2,212.0,2.0,230.2,226.3,3.9,1.7
2026-04-16,Thursday,Dinner,161,29.3,Sunny,0,0,226.3,3.9,167.1,12.9,188.6,135.4,53.2,28.2
2026-04-17,Friday,Breakfast,129,30.3,Sunny,1,0,135.4,53.2,100.4,-10.0,131.5,121.4,10.1,7.7
2026-04-17,Friday,Lunch,214,22.7,Rainy,0,0,121.4,10.1,224.1,2.2,242.5,215.0,27.5,11.3
2026-04-17,Friday,Dinner,174,28.4,Cloudy,0,0,215.0,27.5,158.4,-23.0,168.3,166.1,2.2,1.3
2026-04-18,Saturday,Breakfast,66,33.2,Sunny,1,1,166.1,2.2,105.6,15.8,71.7,61.9,9.8,13.7
2026-04-18,Saturday,Lunch,217,31.8,Sunny,1,1,61.9,9.8,218.4,-3.4,245.3,204.1,41.2,16.8
2026-04-18,Saturday,Dinner,206,33.0,Sunny,1,1,204.1,41.2,160.5,5.6,197.4,182.9,14.5,7.3
2026-04-19,Sunday,Breakfast,60,28.7,Sunny,0,1,182.9,14.5,91.2,-29.3,60.6,49.9,10.7,17.7
2026-04-19,Sunday,Lunch,184,23.4,Rainy,0,1,49.9,10.7,215.1,-11.0,195.2,195.2,0.0,0.0
2026-04-19,Sunday,Dinner,149,32.7,Sunny,0,1,195.2,0.0,161.5,21.4,168.6,130.2,38.4,22.8
2026-04-20,Monday,Breakfast,93,28.8,Cloudy,0,0,130.2,38.4,77.7,-27.8,91.8,91.8,0.0,0.0
2026-04-20,Monday,Lunch,188,29.6,Sunny,0,0,91.8,0.0,204.8,-9.6,208.3,177.6,30.7,14.7
2026-04-20,Monday,Dinner,178,31.1,Sunny,0,0,177.6,30.7,159.7,-29.5,179.0,155.3,23.7,13.2
2026-04-21,Tuesday,Breakfast,87,29.8,Sunny,0,0,155.3,23.7,67.9,23.9,82.2,71.2,11.0,13.4
2026-04-21,Tuesday,Lunch,300,31.5,Sunny,1,0,71.2,11.0,192.3,-14.7,324.7,269.0,55.7,17.2
2026-04-21,Tuesday,Dinner,178,30.8,Sunny,0,0,269.0,55.7,156.1,-0.8,172.6,168.8,3.8,2.2
2026-04-22,Wednesday,Breakfast,99,28.9,Sunny,0,0,168.8,3.8,71.0,0.2,109.1,100.6,8.5,7.8
2026-04-22,Wednesday,Lunch,211,22.5,Rainy,0,0,100.6,8.5,213.9,55.1,239.0,194.2,44.8,18.7
2026-04-22,Wednesday,Dinner,189,24.4,Cloudy,0,0,194.2,44.8,151.4,17.4,206.2,173.9,32.3,15.7
2026-04-23,Thursday,Breakfast,96,27.6,Cloudy,0,0,173.9,32.3,87.9,12.7,94.1,88.4,5.7,6.1
2026-04-23,Thursday,Lunch,240,28.7,Sunny,0,0,88.4,5.7,213.6,-19.4,241.7,222.2,19.5,8.1
2026-04-23,Thursday,Dinner,178,31.3,Sunny,0,0,222.2,19.5,166.0,7.9,201.0,149.0,52.0,25.9
2026-04-24,Friday,Breakfast,101,33.0,Sunny,0,0,149.0,52.0,86.7,1.7,104.8,100.3,4.5,4.3
2026-04-24,Friday,Lunch,276,27.5,Cloudy,1,0,100.3,4.5,228.5,-6.3,287.3,267.5,19.8,6.9
2026-04-24,Friday,Dinner,158,30.0,Sunny,0,0,267.5,19.8,163.9,-14.9,181.7,153.6,28.1,15.5
2026-04-25,Saturday,Breakfast,65,28.3,Cloudy,0,1,153.6,28.1,96.4,3.9,62.3,52.7,9.6,15.4
2026-04-25,Saturday,Lunch,182,29.2,Cloudy,0,1,52.7,9.6,228.0,39.5,204.8,174.5,30.3,14.8
2026-04-25,Saturday,Dinner,145,20.2,Rainy,0,1,174.5,30.3,158.8,-5.2,153.0,151.2,1.8,1.2
2026-04-26,Sunday,Breakfast,58,24.6,Cloudy,0,1,151.2,1.8,80.5,-27.8,59.0,46.0,13.0,22.0
2026-04-26,Sunday,Lunch,223,21.8,Rainy,1,1,46.0,13.0,221.4,-46.9,233.6,233.6,0.0,0.0
2026-04-26,Sunday,Dinner,164,33.1,Sunny,0,1,233.6,0.0,151.3,-0.1,185.5,136.0,49.5,26.7
2026-04-27,Monday,Breakfast,97,34.1,Sunny,0,0,136.0,49.5,66.3,-20.3,95.7,87.9,7.8,8.2
2026-04-27,Monday,Lunch,205,23.6,Rainy,0,0,87.9,7.8,225.2,8.4,205.0,198.4,6.6,3.2
2026-04-27,Monday,Dinner,176,24.4,Cloudy,0,0,198.4,6.6,146.9,-10.9,199.0,170.3,28.7,14.4
2026-04-28,Tuesday,Breakfast,90,27.1,Cloudy,0,0,170.3,28.7,62.2,25.7,86.7,74.2,12.5,14.4
2026-04-28,Tuesday,Lunch,204,31.1,Sunny,0,0,74.2,12.5,202.2,-3.8,216.8,184.0,32.8,15.1
2026-04-28,Tuesday,Dinner,166,31.7,Sunny,0,0,184.0,32.8,152.5,17.8,181.3,140.0,41.3,22.8
2026-04-29,Wednesday,Breakfast,89,32.6,Sunny,0,0,140.0,41.3,69.4,4.8,87.6,87.6,0.0,0.0
2026-04-29,Wednesday,Lunch,223,29.2,Sunny,0,0,87.6,0.0,205.3,-21.3,241.3,215.9,25.4,10.5
2026-04-29,Wednesday,Dinner,166,27.0,Cloudy,0,0,215.9,25.4,148.8,-8.8,163.7,163.7,0.0,0.0
2026-04-30,Thursday,Breakfast,101,21.2,Rainy,0,0,163.7,0.0,83.2,4.4,113.9,111.4,2.5,2.2
2026-04-30,Thursday,Lunch,223,30.3,Sunny,0,0,111.4,2.5,199.4,16.5,253.9,214.0,39.9,15.7
2026-04-30,Thursday,Dinner,179,30.3,Sunny,0,0,214.0,39.9,158.0,5.7,192.9,171.0,21.9,11.4
2026-05-01,Friday,Breakfast,94,28.4,Sunny,0,0,171.0,21.9,91.1,20.3,92.8,84.2,8.6,9.3
2026-05-01,Friday,Lunch,235,33.5,Sunny,0,0,84.2,8.6,204.6,9.4,261.2,204.4,56.8,21.7
2026-05-01,Friday,Dinner,177,33.1,Sunny,0,0,204.4,56.8,158.2,12.8,184.7,159.9,24.8,13.4
2026-05-02,Saturday,Breakfast,89,18.8,Rainy,1,1,159.9,24.8,94.4,-10.2,90.5,88.2,2.3,2.5
2026-05-02,Saturday,Lunch,166,27.3,Cloudy,0,1,88.2,2.3,211.4,-7.0,170.7,151.7,19.0,11.1
2026-05-02,Saturday,Dinner,193,25.6,Rainy,1,1,151.7,19.0,164.9,-5.0,200.4,200.4,0.0,0.0
2026-05-03,Sunday,Breakfast,64,29.1,Cloudy,0,1,200.4,0.0,94.6,-6.4,70.1,65.8,4.3,6.1
2026-05-03,Sunday,Lunch,165,29.5,Cloudy,0,1,65.8,4.3,190.0,-38.3,176.5,156.6,19.9,11.3
2026-05-03,Sunday,Dinner,135,28.2,Sunny,0,1,156.6,19.9,177.1,23.3,157.0,121.4,35.6,22.7
2026-05-04,Monday,Breakfast,100,23.7,Rainy,0,0,121.4,35.6,79.4,-13.6,95.8,95.8,0.0,0.0
2026-05-04,Monday,Lunch,220,33.9,Sunny,0,0,95.8,0.0,170.9,-14.3,226.9,182.3,44.6,19.7
2026-05-04,Monday,Dinner,178,29.9,Sunny,0,0,182.3,44.6,160.6,-39.2,192.9,172.2,20.7,10.7
2026-05-05,Tuesday,Breakfast,99,28.6,Sunny,0,0,172.2,20.7,83.3,12.5,95.7,93.5,2.2,2.3
2026-05-05,Tuesday,Lunch,220,28.8,Cloudy,0,0,93.5,2.2,163.5,18.8,234.1,213.8,20.3,8.7
2026-05-05,Tuesday,Dinner,182,30.2,Sunny,0,0,213.8,20.3,164.7,7.5,195.1,176.7,18.4,9.4
2026-05-06,Wednesday,Breakfast,93,26.7,Cloudy,0,0,176.7,18.4,85.0,8.5,103.5,87.9,15.6,15.1
2026-05-06,Wednesday,Lunch,219,28.1,Sunny,0,0,87.9,15.6,184.2,29.6,242.9,202.2,40.7,16.8
2026-05-06,Wednesday,Dinner,227,31.7,Sunny,1,0,202.2,40.7,156.8,19.9,225.4,206.7,18.7,8.3
2026-05-07,Thursday,Breakfast,106,27.0,Cloudy,0,0,206.7,18.7,92.4,-4.5,119.1,90.2,28.9,24.3
2026-05-07,Thursday,Lunch,217,30.0,Sunny,0,0,90.2,28.9,199.4,2.8,226.2,210.6,15.6,6.9
2026-05-07,Thursday,Dinner,201,31.4,Sunny,0,0,210.6,15.6,185.2,21.5,208.4,186.8,21.6,10.4
2026-05-08,Friday,Breakfast,101,33.3,Sunny,0,0,186.8,21.6,90.5,-0.3,103.2,95.4,7.8,7.6
2026-05-08,Friday,Lunch,299,22.7,Rainy,1,0,95.4,7.8,208.9,1.7,300.1,300.1,0.0,0.0
2026-05-08,Friday,Dinner,149,33.8,Sunny,0,0,300.1,0.0,190.1,-3.3,165.1,131.2,33.9,20.5
2026-05-09,Saturday,Breakfast,69,29.1,Sunny,1,1,131.2,33.9,91.2,4.2,71.1,63.8,7.3,10.3
2026-05-09,Saturday,Lunch,171,27.3,Rainy,0,1,63.8,7.3,237.6,62.5,193.0,182.3,10.7,5.5
2026-05-09,Saturday,Dinner,170,33.4,Sunny,0,1,182.3,10.7,174.9,-43.7,195.8,152.2,43.6,22.3
2026-05-10,Sunday,Breakfast,69,30.1,Sunny,0,1,152.2,43.6,83.1,-19.3,65.2,59.5,5.7,8.7
2026-05-10,Sunday,Lunch,157,23.2,Rainy,0,1,59.5,5.7,231.0,-48.7,162.8,154.1,8.7,5.3
2026-05-10,Sunday,Dinner,182,26.9,Cloudy,1,1,154.1,8.7,156.7,-4.5,189.1,168.6,20.5,10.8
2026-05-11,Monday,Breakfast,84,31.4,Sunny,0,0,168.6,20.5,72.9,-13.4,77.1,77.1,0.0,0.0
2026-05-11,Monday,Lunch,246,33.2,Sunny,0,0,77.1,0.0,212.2,-58.1,256.7,218.0,38.7,15.1
2026-05-11,Monday,Dinner,196,29.1,Cloudy,0,0,218.0,38.7,150.7,17.9,190.2,189.0,1.2,0.6
2026-05-12,Tuesday,Breakfast,135,33.0,Sunny,1,0,189.0,1.2,66.8,10.3,145.0,125.8,19.2,13.2
2026-05-12,Tuesday,Lunch,202,33.7,Sunny,0,0,125.8,19.2,184.8,33.2,225.0,179.0,46.0,20.4
2026-05-12,Tuesday,Dinner,175,32.4,Sunny,0,0,179.0,46.0,169.9,19.1,172.6,152.7,19.9,11.5
2026-05-13,Wednesday,Breakfast,99,35.0,Sunny,0,0,152.7,19.9,87.5,38.3,113.0,93.2,19.8,17.5
2026-05-13,Wednesday,Lunch,211,32.4,Sunny,0,0,93.2,19.8,183.7,-4.7,214.7,181.5,33.2,15.5
2026-05-13,Wednesday,Dinner,195,29.7,Cloudy,0,0,181.5,33.2,170.1,-17.4,196.8,186.8,10.0,5.1
2026-05-14,Thursday,Breakfast,103,31.1,Cloudy,0,0,186.8,10.0,98.7,-5.5,107.1,95.2,11.9,11.1
2026-05-14,Thursday,Lunch,228,32.7,Sunny,0,0,95.2,11.9,192.8,-11.3,231.8,194.8,37.0,16.0
2026-05-14,Thursday,Dinner,180,28.8,Rainy,0,0,194.8,37.0,176.2,10.6,189.2,165.0,24.2,12.8
2026-05-15,Friday,Breakfast,96,33.7,Sunny,0,0,165.0,24.2,104.7,-9.5,88.6,74.8,13.8,15.6
2026-05-15,Friday,Lunch,225,34.9,Sunny,0,0,74.8,13.8,185.1,9.7,232.4,200.6,31.8,13.7
2026-05-15,Friday,Dinner,183,25.3,Rainy,0,0,200.6,31.8,168.2,-3.2,176.4,176.4,0.0,0.0
2026-05-16,Saturday,Breakfast,63,26.8,Cloudy,0,1,176.4,0.0,87.7,-12.9,71.4,55.2,16.2,22.7
2026-05-16,Saturday,Lunch,183,25.3,Rainy,0,1,55.2,16.2,192.3,8.3,195.5,174.8,20.7,10.6
2026-05-16,Saturday,Dinner,168,30.1,Cloudy,0,1,174.8,20.7,176.1,0.3,164.1,164.1,0.0,0.0
2026-05-17,Sunday,Breakfast,87,32.3,Sunny,1,1,164.1,0.0,75.1,-19.9,90.9,75.6,15.3,16.8
2026-05-17,Sunday,Lunch,173,30.4,Cloudy,0,1,75.6,15.3,190.1,-15.3,173.1,156.5,16.6,9.6
2026-05-17,Sunday,Dinner,156,30.9,Sunny,0,1,156.5,16.6,168.5,-4.4,185.9,151.8,34.1,18.3
2026-05-18,Monday,Breakfast,91,32.1,Sunny,0,0,151.8,34.1,68.5,7.1,92.9,74.3,18.6,20.0
2026-05-18,Monday,Lunch,227,25.6,Rainy,0,0,74.3,18.6,177.3,-20.8,245.4,217.7,27.7,11.3
2026-05-18,Monday,Dinner,172,33.8,Sunny,0,0,217.7,27.7,164.1,-12.3,186.7,147.2,39.5,21.2
2026-05-19,Tuesday,Breakfast,100,29.8,Sunny,0,0,147.2,39.5,68.4,5.9,104.8,91.2,13.6,13.0
2026-05-19,Tuesday,Lunch,227,33.7,Sunny,0,0,91.2,13.6,183.0,34.7,252.1,218.2,33.9,13.4
2026-05-19,Tuesday,Dinner,176,33.9,Sunny,0,0,218.2,33.9,154.4,-7.2,187.6,153.6,34.0,18.1
2026-05-20,Wednesday,Breakfast,102,34.2,Sunny,0,0,153.6,34.0,80.4,10.8,96.1,86.6,9.5,9.9
2026-05-20,Wednesday,Lunch,225,31.9,Sunny,0,0,86.6,9.5,197.5,20.7,251.6,179.8,71.8,28.5
2026-05-20,Wednesday,Dinner,191,29.9,Cloudy,0,0,179.8,71.8,150.9,2.7,200.1,184.7,15.4,7.7
2026-05-21,Thursday,Breakfast,106,32.9,Sunny,0,0,184.7,15.4,84.0,2.6,107.7,96.1,11.6,10.8
2026-05-21,Thursday,Lunch,295,29.5,Cloudy,1,0,96.1,11.6,205.2,-25.4,296.4,268.2,28.2,9.5
2026-05-21,Thursday,Dinner,168,24.3,Rainy,0,0,268.2,28.2,161.8,22.9,178.1,169.4,8.7,4.9
2026-05-22,Friday,Breakfast,93,27.7,Cloudy,0,0,169.4,8.7,91.3,4.8,102.6,79.0,23.6,23.0
